code	label	tree
T521	T521 (Effet toxique du benzène)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T52 (INTOX. PAR SOLVANTS ORG.)-T521 (Effet toxique du benzène)
Z904	Z904 (Absence acquise d'autres parties de l'appareil digestif)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z90 (ABSENCE ACQUISE D'ORG., NCA)-Z904 (Absence acquise d'autres parties de l'appareil digestif)
E871	E871 (Hypo osmolarité et hyponatrémie)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E87 (DESEQUILIBRES HYDRO ELECTROLYTIQUES ET ACIDO BASIQUES, NCA)-E871 (Hypo osmolarité et hyponatrémie)
P368	P368 (Autres infections bactériennes du nouveau né)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P36 (INFECT. BACT. DU N.N.)-P368 (Autres infections bactériennes du nouveau né)
N974	N974 (Stérilité de la femme associée à des facteurs relevant de l'homme)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N97 (STERILITE DE LA FEMME)-N974 (Stérilité de la femme associée à des facteurs relevant de l'homme)
I072	I072 (Sténose tricuspidienne (rhumatismale) avec insuffisance)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I07 (MAL. RHUM. DE LA VALV. TRICUSPIDE)-I072 (Sténose tricuspidienne (rhumatismale) avec insuffisance)
Y171	Y171 (( CIM10 : Y17.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y17 (Y17)-Y171 (( CIM10 : Y17.1 ))
G70	G70 (MYASTHENIE ET AUTRES AFF. NEURO MUSC.)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G70 (MYASTHENIE ET AUTRES AFF. NEURO MUSC.)
M2311	M2311 (Ménisque discoïde (congénital)   CAMI)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M23 (LES. INT. DU GENOU)-M2311 (Ménisque discoïde (congénital)   CAMI)
P598	P598 (Ictère néonatal dû à d'autres causes précisées)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P59 (ICTERE NEONAT. DU A DES CAUSES NCA OU SAI)-P598 (Ictère néonatal dû à d'autres causes précisées)
A188	A188 (Tuberculose d'autres organes précisés)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A18 (TUBERC. D'AUTRES ORG.)-A188 (Tuberculose d'autres organes précisés)
M478	M478 (Autres spondylarthroses)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M47 (SPONDYLARTHROSE)-M478 (Autres spondylarthroses)
Q667	Q667 (Pied creux)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q66 (ANOM. MORPH. CONG. DU PIED)-Q667 (Pied creux)
D63	D63 (ANEMIE AVEC MAL. CHRON. CL. AILL.)	ICD10FR (code CIM10)-Chap3 (MALADIES DU SANG ET ORGANES HEMATO)-D63 (ANEMIE AVEC MAL. CHRON. CL. AILL.)
M0634	M0634 (Nodule rhumatoïde   Articulations de la main)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M06 (POLYARTHRITES RHUMATOIDES, NCA)-M0634 (Nodule rhumatoïde   Articulations de la main)
Z308	Z308 (Autres prises en charge d'une contraception)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z30 (PRISE EN CHARGE D'UNE CONTRACEPTION)-Z308 (Autres prises en charge d'une contraception)
R945	R945 (Résultats anormaux d'explorations fonctionnelles hépatiques)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R94 (RES. Anx. D'EXPLO. Fct.)-R945 (Résultats anormaux d'explorations fonctionnelles hépatiques)
M502	M502 (Autre hernie d'un disque cervical)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M50 (ATTEINTES DES DISQUES CERV.)-M502 (Autre hernie d'un disque cervical)
L679	L679 (Anomalie de la pigmentation et de la gaine capillaires, sans précision)	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L67 (ANOM. DE LA PIGMENTATION ET DE LA GAINE CAPILLAIRES)-L679 (Anomalie de la pigmentation et de la gaine capillaires, sans précision)
M8099	M8099 (Ostéoporose avec fracture pathologique, sans précision   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M80 (OSTEOPOROSE AVEC FRAC. PATHO.)-M8099 (Ostéoporose avec fracture pathologique, sans précision   Siège non précisé)
G031	G031 (Méningite chronique)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G03 (MENINGITE DUE A DES CAUSES NCA OU SAI)-G031 (Méningite chronique)
X916	X916 (( CIM10 : X91.6 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X91 (X91)-X916 (( CIM10 : X91.6 ))
L982	L982 (Dermatose neutrophile fébrile [Sweet])	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L98 (AFF. DE LA PEAU ET DU TISSU CELL. /S CUT., NCA)-L982 (Dermatose neutrophile fébrile [Sweet])
W211	W211 (( CIM10 : W21.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W21 (W21)-W211 (( CIM10 : W21.1 ))
J028	J028 (Pharyngite aiguë due à d'autres micro organismes précisés)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J02 (PHARYNGITE AIG.)-J028 (Pharyngite aiguë due à d'autres micro organismes précisés)
Y27	Y27 (Y27)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y27 (Y27)
M0845	M0845 (Polyarthrite pauci articulaire juvénile   Articulations de la hanche et sacro iliaque)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M08 (POLYARTHRITES JUV.)-M0845 (Polyarthrite pauci articulaire juvénile   Articulations de la hanche et sacro iliaque)
S432	S432 (Luxation de l'articulation sterno claviculaire)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S43 (LUX., ENTORSE DES ARTIC. ET DES LIG. DE LA CEINTURE SCAP.)-S432 (Luxation de l'articulation sterno claviculaire)
M2580	M2580 (Autres affections articulaires précisées   Sièges multiples)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M25 (AFF. ARTIC., NCA)-M2580 (Autres affections articulaires précisées   Sièges multiples)
W149	W149 (( CIM10 : W14.9 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W14 (W14)-W149 (( CIM10 : W14.9 ))
M0594	M0594 (Polyarthrite rhumatoïde séropositive, sans précision   Articulations de la main)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M05 (POLYARTHRITE RHUMATOIDE SEROPOSITIVE)-M0594 (Polyarthrite rhumatoïde séropositive, sans précision   Articulations de la main)
R868	R868 (Autres résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme : résultats chromosomiques)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R86 (RES. Anx. DE PRELEV. SUR ORG. GEN. MASC.)-R868 (Autres résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme : résultats chromosomiques)
M1103	M1103 (Maladie par dépôt d'hydroxyapatite   Articulation du poignet)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M11 (ARTHROPATHIES DUES A DES MICROCRISTAUX, NCA)-M1103 (Maladie par dépôt d'hydroxyapatite   Articulation du poignet)
M6649	M6649 (Déchirure spontanée d'autres tendons   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M66 (DECHIRURE SPONT. DE LA SYNOVIALE ET DU TENDON)-M6649 (Déchirure spontanée d'autres tendons   Siège non précisé)
O644	O644 (Dystocie due à une présentation de l'épaule)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O64 (DYSTOCIE DUE A UNE POSITION ET UNE PRESENTATION Anl. DU FOET)-O644 (Dystocie due à une présentation de l'épaule)
M8447	M8447 (Fracture pathologique, non classée ailleurs   Cheville et pied)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M84 (ANOM. DE LA CONTINUITE OSSEUSE)-M8447 (Fracture pathologique, non classée ailleurs   Cheville et pied)
M100	M100 (Goutte idiopathique)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M10 (GOUTTE)-M100 (Goutte idiopathique)
O42	O42 (R.P.M.)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O42 (R.P.M.)
A390	A390 (Méningite à méningocoques (G01*))	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A39 (INFECT. A MENINGO.)-A390 (Méningite à méningocoques (G01*))
T38	T38 (INTOX. PAR HORMONES ET LEURS SUBSTITUTS SYNTHETIQUES ET ANTA)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T38 (INTOX. PAR HORMONES ET LEURS SUBSTITUTS SYNTHETIQUES ET ANTA)
W501	W501 (( CIM10 : W50.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W50 (W50)-W501 (( CIM10 : W50.1 ))
X474	X474 (( CIM10 : X47.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X47 (X47)-X474 (( CIM10 : X47.4 ))
M8396	M8396 (Ostéomalacie de l'adulte, sans précision   Jambe)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M83 (OSTEOMALACIE DE L'ADULTE)-M8396 (Ostéomalacie de l'adulte, sans précision   Jambe)
M124	M124 (Hydarthrose intermittente)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M12 (ARTHROPATHIES SPECIFIQUES, NCA)-M124 (Hydarthrose intermittente)
Q131	Q131 (Absence (congénitale) d'iris)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q13 (MALF. CONG. DE LA CHAMBRE ANT. DE L'OEIL)-Q131 (Absence (congénitale) d'iris)
L028	L028 (Abcès cutané, furoncle et anthrax d'autres localisations)	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L02 (ABCES CUTANE, FURONCLE ET ANTHRAX)-L028 (Abcès cutané, furoncle et anthrax d'autres localisations)
W152	W152 (( CIM10 : W15.2 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W15 (W15)-W152 (( CIM10 : W15.2 ))
C670	C670 (Tumeur maligne du trigone de la vessie)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C67 (T.M. DE LA VESSIE)-C670 (Tumeur maligne du trigone de la vessie)
J181	J181 (Pneumopathie lobaire, sans précision)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J18 (PNEUMOPATHIE A MICRO ORG. SAI)-J181 (Pneumopathie lobaire, sans précision)
E6601	E6601 (Obésité due à un excès calorique, avec indice de masse corporelle égal ou supérieur à 40kg/m²)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E66 (OBESITE)-E6601 (Obésité due à un excès calorique, avec indice de masse corporelle égal ou supérieur à 40kg/m²)
M0506	M0506 (Syndrome de Felty   Articulation du genou)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M05 (POLYARTHRITE RHUMATOIDE SEROPOSITIVE)-M0506 (Syndrome de Felty   Articulation du genou)
Q823	Q823 (Incontinentia pigmenti)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q82 (MALF. CONG. DE LA PEAU, NCA)-Q823 (Incontinentia pigmenti)
Q633	Q633 (Rein hyperplasique et géant)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q63 (MALF. CONG. DU REIN, NCA)-Q633 (Rein hyperplasique et géant)
V936	V936 (( CIM10 : V93.6 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V93 (V93)-V936 (( CIM10 : V93.6 ))
H74	H74 (AFF. DE L'OREILLE MOY. ET DE L'APOPHYSE MASTOIDE, NCA)	ICD10FR (code CIM10)-Chap8 (MALADIE OREILLE ET MASTOIDE)-H74 (AFF. DE L'OREILLE MOY. ET DE L'APOPHYSE MASTOIDE, NCA)
L24	L24 (DERMITE IRRITANTE DE CONTACT)	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L24 (DERMITE IRRITANTE DE CONTACT)
J014	J014 (Pansinusite aiguë)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J01 (SINUSITE AIG.)-J014 (Pansinusite aiguë)
Q392	Q392 (Fistule trachéo osophagienne congénitale, (sans atrésie))	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q39 (MALF. CONG. DE L'OESOPHAGE)-Q392 (Fistule trachéo osophagienne congénitale, (sans atrésie))
E878	E878 (Autres déséquilibres hydro électrolytiques, non classés ailleurs)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E87 (DESEQUILIBRES HYDRO ELECTROLYTIQUES ET ACIDO BASIQUES, NCA)-E878 (Autres déséquilibres hydro électrolytiques, non classés ailleurs)
M7255	M7255 (Fasciite, non classée ailleurs   Région pelvienne et cuisse)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M72 (AFF. FIBROBLASTIQUES)-M7255 (Fasciite, non classée ailleurs   Région pelvienne et cuisse)
M8689	M8689 (Autres ostéomyélites   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M86 (OSTEOMYELITE)-M8689 (Autres ostéomyélites   Siège non précisé)
T888	T888 (Autres complications précisées de soins médicaux et chirurgicaux, non classées ailleurs)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T88 (COMPLIC. DE SOINS CHIR. ET MED., NCA)-T888 (Autres complications précisées de soins médicaux et chirurgicaux, non classées ailleurs)
Y458	Y458 (( CIM10 : Y45.8 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y45 (Y45)-Y458 (( CIM10 : Y45.8 ))
T028	T028 (Fractures avec d'autres associations de parties du corps)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T02 (FRAC. DE PLUS. PARTIES DU CORPS)-T028 (Fractures avec d'autres associations de parties du corps)
S423	S423 (Fracture de la diaphyse de l'humérus)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S42 (FRAC. DE L'EPAULE, BRAS)-S423 (Fracture de la diaphyse de l'humérus)
G375	G375 (Sclérose concentrique [Baló] (système nerveux central))	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G37 (AFF. DEMYELINISANTES DU S.N.C., NCA)-G375 (Sclérose concentrique [Baló] (système nerveux central))
I495	I495 (Syndrome de dysfonctionnement sinusal)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I49 (ARYTHMIES CARD., NCA)-I495 (Syndrome de dysfonctionnement sinusal)
O899	O899 (Complication de l'anesthésie au cours de la puerpéralité, sans précision)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O89 (COMPLIC. DE L'ANEST. AU COURS DE LA PUERP.)-O899 (Complication de l'anesthésie au cours de la puerpéralité, sans précision)
A329	A329 (Listériose, sans précision)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A32 (LISTERIOSE)-A329 (Listériose, sans précision)
S857	S857 (Lésion traumatique de multiples vaisseaux sanguins au niveau de la jambe)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S85 (LES. TRAUMA. DE Vssx. SANG. NIV. JAMBE)-S857 (Lésion traumatique de multiples vaisseaux sanguins au niveau de la jambe)
M660	M660 (Déchirure d'un kyste poplité)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M66 (DECHIRURE SPONT. DE LA SYNOVIALE ET DU TENDON)-M660 (Déchirure d'un kyste poplité)
K739	K739 (Hépatite chronique, sans précision)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K73 (HEPATITE CHRON., NCA)-K739 (Hépatite chronique, sans précision)
Z54	Z54 (CONVALESCENCE)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z54 (CONVALESCENCE)
Y06	Y06 (Y06)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y06 (Y06)
V690	V690 (( CIM10 : V69.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V69 (V69)-V690 (( CIM10 : V69.0 ))
Y228	Y228 (( CIM10 : Y22.8 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y22 (Y22)-Y228 (( CIM10 : Y22.8 ))
M8319	M8319 (Ostéomalacie sénile   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M83 (OSTEOMALACIE DE L'ADULTE)-M8319 (Ostéomalacie sénile   Siège non précisé)
M214	M214 (Pied plat [pes planus] (acquis))	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M21 (DEFORM. DES Mb., NCA)-M214 (Pied plat [pes planus] (acquis))
M246	M246 (Ankylose articulaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M24 (LES. ARTIC. SPECIFIQUES, NCA)-M246 (Ankylose articulaire)
G230	G230 (Maladie de Hallervorden Spatz)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G23 (MAL. DEGEN. DES NOYAUX GRIS CENTRAUX, NCA)-G230 (Maladie de Hallervorden Spatz)
C028	C028 (Tumeur maligne à localisations contiguës de la langue)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C02 (T.M. DE LA LANGUE, PARTIES NCA OU SAI)-C028 (Tumeur maligne à localisations contiguës de la langue)
P53	P53 (MAL. HEMORR. DU N.N.)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P53 (MAL. HEMORR. DU N.N.)
S936	S936 (Entorse et foulure de parties autres et non précisées du pied)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S93 (LUX., ENTORSE DES ARTIC. ET DES LIG. NIV. CHEVILLE, PIED)-S936 (Entorse et foulure de parties autres et non précisées du pied)
V720	V720 (( CIM10 : V72.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V72 (V72)-V720 (( CIM10 : V72.0 ))
D300	D300 (Tumeur bénigne du rein)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D30 (T.B. DES ORG. URIN.)-D300 (Tumeur bénigne du rein)
W707	W707 (( CIM10 : W70.7 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W70 (W70)-W707 (( CIM10 : W70.7 ))
K80	K80 (CHOLELITHIASE)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K80 (CHOLELITHIASE)
N161	N161 (Maladie rénale tubulo interstitielle au cours de maladies tumorales)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N16 (MAL. RENALES TUBULO INTERST. AVEC MAL. CL. AILL.)-N161 (Maladie rénale tubulo interstitielle au cours de maladies tumorales)
Z022	Z022 (Examen pour l'admission dans une autre institution)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z02 (EX. MED. ET PRISE DE CONTACT A DES FINS ADMINISTRATIVES)-Z022 (Examen pour l'admission dans une autre institution)
M8107	M8107 (Ostéoporose post ménopausique   Cheville et pied)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M81 (OSTEOPOROSE SANS FRAC. PATHO.)-M8107 (Ostéoporose post ménopausique   Cheville et pied)
M0127	M0127 (Arthrite au cours de la maladie de Lyme (A69.2)   Articulations de la cheville et du pied)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M01 (ARTHRITES INFECT. DIRECTES AVEC MAL. INFECT. ET PARASIT. CL.)-M0127 (Arthrite au cours de la maladie de Lyme (A69.2)   Articulations de la cheville et du pied)
X930	X930 (( CIM10 : X93.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X93 (X93)-X930 (( CIM10 : X93.0 ))
Q921	Q921 (Trisomie d'un chromosome entier, mosaïque chromosomique (non disjonction mitotique))	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q92 (TRISOMIES ET TRISOMIES PART. DES AUTOSOMES, NCA)-Q921 (Trisomie d'un chromosome entier, mosaïque chromosomique (non disjonction mitotique))
Y197	Y197 (( CIM10 : Y19.7 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y19 (Y19)-Y197 (( CIM10 : Y19.7 ))
Q951	Q951 (Inversion chromosomique chez un sujet normal)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q95 (REARRANGEMENTS EQUILIBRES ET MARQUEURS STRUCTURAUX, NCA)-Q951 (Inversion chromosomique chez un sujet normal)
S6210	S6210 (Fracture fermée d'autre(s) os du carpe)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S62 (FRAC. NIV. POIGNET, MAIN)-S6210 (Fracture fermée d'autre(s) os du carpe)
M4341	M4341 (Autres subluxations atloïdo axoïdiennes récidivantes   Région occipito atloïdo axoïdienne)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M43 (DORSOPATHIES AVEC DEFORM., NCA)-M4341 (Autres subluxations atloïdo axoïdiennes récidivantes   Région occipito atloïdo axoïdienne)
X659	X659 (( CIM10 : X65.9 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X65 (X65)-X659 (( CIM10 : X65.9 ))
K351	K351 (Appendicite aiguë avec abcès péritonéal)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K35 (APPENDICITE AIG.)-K351 (Appendicite aiguë avec abcès péritonéal)
R948	R948 (Résultats anormaux d'explorations fonctionnelles d'autres organes et appareils)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R94 (RES. Anx. D'EXPLO. Fct.)-R948 (Résultats anormaux d'explorations fonctionnelles d'autres organes et appareils)
M0146	M0146 (Arthrite au cours de la rubéole (B06.8)   Articulation du genou)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M01 (ARTHRITES INFECT. DIRECTES AVEC MAL. INFECT. ET PARASIT. CL.)-M0146 (Arthrite au cours de la rubéole (B06.8)   Articulation du genou)
S1290	S1290 (Fracture fermée du cou, partie non précisée)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S12 (FRAC. DU COU)-S1290 (Fracture fermée du cou, partie non précisée)
Q011	Q011 (Encéphalocèle naso frontale)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q01 (ENCEPHALOCELE)-Q011 (Encéphalocèle naso frontale)
S367	S367 (Lésion traumatique de multiples organes intra abdominaux)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S36 (LES. TRAUMA. D'ORG. INTRA ABDO.)-S367 (Lésion traumatique de multiples organes intra abdominaux)
E853	E853 (Amylose généralisée secondaire)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E85 (AMYLOSE)-E853 (Amylose généralisée secondaire)
S862	S862 (Lésion traumatique de muscle(s) et de tendon(s) antérieurs au niveau de la jambe)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S86 (LES. TRAUMA. DE TENDONS NIV. JAMBE)-S862 (Lésion traumatique de muscle(s) et de tendon(s) antérieurs au niveau de la jambe)
Y02	Y02 (Y02)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y02 (Y02)
